Station Name,Country,Latitude,Longitude,Altitude (m),Record Period,Watershed,Data Available?,Paper,Source,
M.O. KARIPUR AIRPORT,India,11.133,75.95,100,2009-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
COIMBATORE,India,11.031,77.044,403.6,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
CHAMARAJNAGAR,India,11.933,76.933,760,2015-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
ARIYALUR,India,11.167,79,747,1977-2002,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
SALEM,India,11.65,78.167,278,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KALLAKKURICHCHI,India,11.733,78.967,127,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KARAIKUDI,India,10.067,78.8,92,1976-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
PONDICHERRY,India,11.917,79.833,6,2002-2003,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
CUDDALORE,India,11.767,79.767,12,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
THANJAVUR,India,10.783,79.133,68,1976-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
M.O. PONDICHERRY,India,11.967,79.817,38,2009-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
PORT BLAIR,India,11.667,92.717,79,1945-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
ANDROTH,India,10.8,73.983,5,2002-2002,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
PALAKKAD,India,10.767,76.65,97,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
COCHIN INT. AIRPORT NEDUMBASS,India,10.15,76.4,7.7,2006-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KAVARATTI ISL,India,10.533,72.617,3,2016-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KODAIKANAL,India,10.233,77.467,2343,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
YERCAUD,India,11.75,78.167,1463,2015-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
VALPARAI,India,10.283,77,1041,2015-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
K. PARAMATHY,India,10.95,78.083,181,1978-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
TIRUCHIRAPALLI TOWN,India,10.767,78.717,88,2016-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
TIRUCHIRAPPALLI,India,10.765,78.71,87.8,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KUDIMIAMALAI,India,10.4,78.667,123,2015-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KARAIKAL,India,10.917,79.833,7,1999-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
NAGAPPATTINAM,India,10.767,79.85,9,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
ATIRAMAPATTINAM,India,10.333,79.383,6,2003-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
VEDARANNIYAM,India,10.367,79.85,4,1999-2009,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
FORT COCHIN,India,9.967,76.233,3,1954-2001,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
ALAPUZHA,India,9.55,76.417,4,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
COCHIN,India,9.946,76.272,2.4,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
PUNALUR,India,9,76.917,34,2002-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KOTTAYAM,India,9.533,76.6,78,2001-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
PERIAKULAM,India,10,77.133,300,2015-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
THRISSUR,India,10.517,76.217,39,2015-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KOVILANGULAM,India,9.55,78.083,103,2015-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
MADURAI,India,9.917,78.117,133,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
MADURAI,India,9.835,78.093,139.9,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
TONDI,India,9.733,79.033,5,2003-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
PAMBAN,India,9.267,79.3,11,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
HUT BAY,India,10.583,92.55,5,2002-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
CAR NICOBAR,India,9.167,92.833,10,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
CAR NICOBAR(IN-AFB),India,9.15,92.817,14,1973-2015,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
MINICOY,India,8.3,73.15,2,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
THIRUVANANTHAPURAM,India,8.483,76.95,64,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
THIRUVANANTHAPURAM INTL,India,8.482,76.92,4.6,1996-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
TRIVANDRUM MET.OBS./THUMBA,India,8.533,76.867,7,2003-2003,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KOVALAM,India,8.083,77.25,35,2001-2001,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
PALAYANKOTTAI,India,8.733,77.75,51,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KANNIYAKUMARI,India,8.083,77.5,37,1980-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
TUTICORIN NEW PORT,India,8.75,78.183,2,2009-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
NANCOWRY,India,7.983,93.533,26,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KONDUL,India,7.217,93.733,8,1973-2003,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
MALE ISLAND,India,4.167,73.5,6,1974-1981,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
SONAMARG,India,34.317,75.317,2515,1944-1963,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
DRAS,India,34.433,75.767,3066,1955-1963,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
,,,,,,,,,,
Pakistan Meteorological Department,,,,,,,,,,
Srinagar,,,,1587,1893–1999,,$$$,,Pakistan Meteorological Department (Duplicate),
Astore,,,,2394,1954–1997,,$$$,,Pakistan Meteorological Department,
Naran,,,,2363,1961–1996,,$$$,,Pakistan Meteorological Department,
Dudhnial,,,,1816,1993–1995,,$$$,,Pakistan Meteorological Department,
Balakot,,,,980,1961–1990,,$$$,,Pakistan Meteorological Department,
Shinkiari,,,,991,1961–1996,,$$$,,Pakistan Meteorological Department,
Muzafferabad,,,,686,1962–1992,,$$$,,Pakistan Meteorological Department,
Domel,,,,686,1962–1992,,$$$,,Pakistan Meteorological Department,
G.Dupatta,,,,813,1955–1992,,$$$,,Pakistan Meteorological Department,
Murree,,,,2206,1960–1991,,$$$,,Pakistan Meteorological Department (Possible duplicate?),
Rawalakot,,,,1677,1960–1992,,$$$,,Pakistan Meteorological Department,
Palandri,,,,1402,1962–1992,,$$$,,Pakistan Meteorological Department,
Khandar (Nakial),,,,1067,1961–1992,,$$$,,Pakistan Meteorological Department,
Mangla,,,,282,1960–1992,,$$$,,Pakistan Meteorological Department,
